"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"backstabbing_carson_0 broken"	10	0	0	0	0	13062	0	0	0	0	34	2002	29618	4365550	57.21	63.42	976	NA	681	NA	12	NA	22	NA	0	0	0	0	"0 + 0 part"	0	0.649	1.046	0	7.06	0	53	53	39	0	0	2002	976	0	681	NA	12	NA	22	NA	"1030749"	NA	4365550	231049	41.4768	NA	"uniq"	4001	"4"	0	0.000238368559659666	7.9388278681953	1.23882647058824e-06
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	3	741	2062	2979481	71.24	68.74	683	NA	638	NA	2	NA	3	NA	0	0	0	0	"0 + 0 part"	0	0.069	1	0	0	0	4	4	3	0	0	741	683	0	638	NA	2	NA	3	NA	"1030758"	NA	2979481	229261	59.8625	NA	"uniq"	2676	"4"	0	0	11.541993387439	1.587e-07
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030761"	NA	3034995	89973	23.5333	NA	"uniq"	2635	"4"	NA	NA	4.44677833077155	NA
"backstabbing_carson_0 broken"	6	0	0	0	0	6763	0	0	0	0	283	1314	180764	4716541	55.52	55.17	622	NA	553	NA	120	NA	197	NA	0	0	0	0	"0 + 0 part"	0	3.818	1.004	0	1.67	0	369	369	258	0	0	1314	622	0	553	NA	120	NA	197	NA	"1030764"	NA	4716541	517292	85.7152	NA	"uniq"	4385	"4"	0	9.2385652010356e-06	16.4514206491579	5.15092720848057e-06
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030767"	NA	1424508	57843	31.9884	NA	"uniq"	1445	"4"	NA	NA	6.09083978468355	NA
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	2	556	1096	2492636	34.67	36.68	556	NA	540	NA	1	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.044	1	0	0	0	3	3	0	0	0	556	556	0	540	NA	1	NA	2	NA	"1030770"	NA	2492636	159720	50.1645	NA	"uniq"	2433	"4"	0	0	9.61151166877153	9.68e-08
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	1	576	576	2564462	38.02	35.14	576	NA	576	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.022	1	0	0	0	1	1	1	0	0	576	576	0	576	NA	1	NA	1	NA	"1030773"	NA	2564462	178195	54.4863	NA	"uniq"	2602	"4"	0	0	10.4229464113721	4.84e-08
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030785"	NA	2882101	168554	45.4337	NA	"uniq"	2402	"4"	NA	NA	8.77245453924064	NA
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	1	515	515	3038433	69.9	72.07	515	NA	515	NA	1	NA	1	NA	0	0	0	0	"0 + 1 part"	110	0.013	1	0	0	0	2	2	1	0	0	405	405	0	405	NA	1	NA	1	NA	"1030788"	NA	3038433	177984	45.817	NA	"uniq"	2851	"4"	0	0	8.78663442636385	1.69e-08
"backstabbing_carson_0 broken"	1	0	0	0	0	1410	0	0	0	0	18	1410	11075	4268500	61.2	62.16	577	NA	529	NA	8	NA	13	NA	0	0	0	0	"0 + 0 part"	0	0.259	1	0	9.03	0	22	22	16	0	0	1410	577	0	529	NA	8	NA	13	NA	"1030791"	NA	4268500	354188	64.8456	NA	"uniq"	3821	"4"	0	0.000815349887133183	12.446573737847	3.72672222222222e-07
"backstabbing_carson_0 broken"	28	0	0	0	0	32095	0	0	0	0	1088	1675	698707	9420221	49.01	49.04	623	NA	553	NA	458	NA	755	NA	1	1	545	0	"0 + 0 part"	0	7.311	1.015	0	3.05	0.15	1349	1349	998	1	0	1675	623	0	553	NA	458	NA	755	NA	"1030794"	NA	9420221	1109659	93.8806	NA	"uniq"	7794	"4"	1.43121508729696	4.36520601625574e-06	17.6693147644838	4.91275009191177e-06
"backstabbing_carson_0 broken"	2	0	0	0	0	2282	0	0	0	0	13	1196	8644	4100984	51.37	50.96	621	NA	542	NA	5	NA	9	NA	0	0	0	0	"0 + 0 part"	0	0.199	1.059	0	12.25	0	15	15	11	0	0	1196	621	0	542	NA	5	NA	9	NA	"1030797"	NA	4100984	303487	58.6909	NA	"uniq"	3846	"4"	0	0.00141716797778806	11.1005188023167	3.04623076923077e-07
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030803"	NA	2329397	95886	32.369	NA	"uniq"	2160	"4"	NA	NA	6.17451640918229	NA
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030809"	NA	3572957	135465	29.7644	NA	"uniq"	3233	"4"	NA	NA	5.6870961503315	NA
"backstabbing_carson_0 broken"	1343	5	0	0	0	2321177	28223	0	0	0	2289	6520	3014574	3566528	57.88	57.87	1522	"1316"	1040	"760"	684	"879"	1285	"1745"	1	1	1122	0	"0 + 0 part"	0	79.243	1.067	0	4.07	0	4291	4302	3290	133	0	6520	1522	1316	1039	"760"	684	"879"	1285	"1745"	"1030815"	NA	3566528	669071	151.083	NA	"uniq"	3214	"4"	0.331721828689559	1.35010784276651e-06	28.1395940253378	0.000274331719047619
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	1	513	513	4259106	64.72	61.24	513	NA	513	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.012	1	0	0	0	2	2	1	0	0	513	513	0	513	NA	1	NA	1	NA	"1030818"	NA	4259106	195177	36.1632	NA	"uniq"	4144	"4"	0	0	6.8738721224595	1.44e-08
"backstabbing_carson_0 broken"	848	0	0	0	0	1148221	0	0	0	0	2718	3864	2486835	4109009	40.87	40.88	955	"658"	725	NA	946	"1967"	1693	NA	2	2	3652	0	"0 + 1 part"	38	57.246	1.057	0	4.21	0	4305	4315	2911	28	0	3864	954	657	724	NA	947	"1968"	1694	NA	"1030821"	NA	4109009	678822	130.511	NA	"uniq"	3934	"4"	0.804235102047381	1.69291488980974e-06	24.7805006024567	0.000120570438410596
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030824"	NA	2118185	109237	40.4455	NA	"uniq"	2127	"4"	NA	NA	7.73565576189049	NA
"backstabbing_carson_0 broken"	77	1	1	0	0	125356	11235	11235	0	0	170	11235	192542	4416215	51.19	50.17	1235	NA	867	NA	51	NA	98	NA	3	3	3477	0	"0 + 3 part"	388	4.304	1.012	0	140.48	0	326	326	204	3	0	11235	1234	0	852	NA	51	NA	99	NA	"1030827"	NA	4416215	224871	40.9361	NA	"strain"	4878	"4"	15.581016089996	0.00072960704677421	7.63790938620516	1.08967152941176e-05
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030830"	NA	4907129	152108	24.3763	NA	"uniq"	4540	"4"	NA	NA	4.64960264953296	NA
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030833"	NA	5502493	169001	24.1872	NA	"uniq"	5316	"4"	NA	NA	4.60702994079229	NA
"backstabbing_carson_0 broken"	88	0	0	0	0	105201	0	0	0	0	1514	2569	1032882	6347884	70.24	70.3	668	NA	573	NA	612	NA	1031	NA	2	2	2133	0	"0 + 4 part"	141	15.919	1.023	0	3.27	0	2077	2078	1371	3	0	2569	667	0	573	NA	613	NA	1032	NA	"1030839"	NA	6347884	816835	101.328	NA	"uniq"	6015	"4"	1.93632960977149	3.16589891197639e-06	19.3017468498164	1.67380819682959e-05
"backstabbing_carson_0 broken"	9	0	0	0	0	11488	0	0	0	0	228	1718	147499	6630364	66.43	66.62	627	NA	548	NA	95	NA	158	NA	0	0	0	0	"0 + 1 part"	22	2.209	1.007	0	1.37	0	304	304	210	0	0	1718	627	0	548	NA	95	NA	158	NA	"1030845"	NA	6630364	665476	79.5278	NA	"uniq"	6290	"4"	0	9.28819856405806e-06	15.055191540012	2.14021096491228e-06
"backstabbing_carson_0 broken"	2	0	0	0	0	6403	0	0	0	0	22	4969	17585	5424264	39.85	44.74	616	NA	534	NA	6	NA	14	NA	0	0	0	0	"0 + 0 part"	0	0.324	1	0	0	0	31	31	19	0	0	4969	616	0	534	NA	6	NA	14	NA	"1030857"	NA	5424264	434973	62.8379	NA	"uniq"	4878	"4"	0	0	12.0285351155475	4.77163636363636e-07
"backstabbing_carson_0 broken"	1	0	0	0	0	1071	0	0	0	0	7	1071	4544	4816511	54.84	55.93	620	NA	551	NA	3	NA	5	NA	0	0	0	0	"0 + 0 part"	0	0.094	1	0	0	0	9	9	8	0	0	1071	620	0	551	NA	3	NA	5	NA	"1030860"	NA	4816511	372485	61.1589	NA	"uniq"	4388	"4"	0	0	11.6002537936693	1.26228571428571e-07
"backstabbing_carson_0 broken"	1	0	0	0	0	1256	0	0	0	0	28	1256	17070	4751756	66.95	67.32	577	NA	546	NA	13	NA	20	NA	0	0	0	0	"0 + 0 part"	0	0.358	1.004	0	11.77	0	36	36	24	0	0	1246	577	0	546	NA	13	NA	20	NA	"1030872"	NA	4751756	407388	67.2266	NA	"uniq"	4397	"4"	0	0.000689513766842414	12.8601300235113	4.57728571428571e-07
"backstabbing_carson_0 broken"	601	0	0	0	0	790518	0	0	0	0	2323	4443	2010010	3642925	54.75	54.76	889	"572"	687	NA	829	"1972"	1472	NA	2	2	4315	0	"0 + 0 part"	0	52.143	1.058	0	5.69	0	3569	3571	2567	13	0	4443	888	571	687	NA	832	"1976"	1476	NA	"1030875"	NA	3642925	588754	129.331	NA	"uniq"	3656	"4"	0.995019925274004	2.83083168740454e-06	24.2423601913298	0.000117042292251399
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030890"	NA	3362256	104949	24.5203	NA	"uniq"	3015	"4"	NA	NA	4.68207953231402	NA
"backstabbing_carson_0 broken"	1096	47	0	0	0	2462943	283168	0	0	0	1489	9564	2757371	2925846	66.14	66.11	2279	"2150"	1471	"1321"	392	"430"	772	"863"	0	0	0	0	"0 + 2 part"	554	89.776	1.05	0	2.44	0	3708	3717	2920	237	5	9564	2279	2150	1471	"1321"	392	"430"	772	"863"	"1030893"	NA	2925846	602263	163.064	NA	"uniq"	2624	"4"	0	8.84900871155894e-07	30.8763516603403	0.000541284766689053
"backstabbing_carson_0 broken"	40	0	0	0	0	49318	0	0	0	0	525	2159	375596	2002213	32.93	32.94	697	NA	604	NA	210	NA	354	NA	2	2	1261	0	"0 + 0 part"	0	18.313	1.024	0	5.18	0.27	752	753	524	0	0	2159	697	0	604	NA	210	NA	354	NA	"1030911"	NA	2002213	262122	104.225	NA	"uniq"	1968	"4"	5.32487033940724	1.37914141790647e-05	19.6374211934494	6.38792321904762e-05
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030917"	NA	2979819	105913	28.1759	NA	"uniq"	2984	"4"	NA	NA	5.33151510209177	NA
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	1	817	817	5866139	28.64	39.89	817	NA	817	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.014	1	0	0	0	1	1	1	0	0	817	817	0	817	NA	1	NA	1	NA	"1030929"	NA	5866139	356097	47.9702	NA	"uniq"	5224	"4"	0	0	9.10557182501131	1.96e-08
"backstabbing_carson_0 broken"	1	0	0	0	0	1011	0	0	0	0	40	1011	25225	6391170	67.99	68.73	608	NA	532	NA	17	NA	28	NA	0	0	0	0	"0 + 0 part"	0	0.394	1.002	0	0	0	52	52	39	0	0	1011	608	0	532	NA	17	NA	28	NA	"1030935"	NA	6391170	534201	66.1202	NA	"uniq"	6094	"4"	0	0	12.5376339543464	3.8809e-07
"backstabbing_carson_0 broken"	177	0	0	0	0	204139	0	0	0	0	2416	1897	1679494	9357102	72.51	72.38	689	NA	582	NA	970	NA	1636	NA	1	1	1342	0	"0 + 0 part"	0	17.556	1.022	0	3.41	0	3366	3366	2289	2	0	1897	689	0	582	NA	970	NA	1636	NA	"1030947"	NA	9357102	1235128	103.548	NA	"uniq"	8632	"4"	0.595417429297157	2.03037343390331e-06	19.7998482863605	1.27571662251656e-05
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	1	515	515	4210889	64.27	63.06	515	NA	515	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.012	1	0	0	0	1	1	1	0	0	515	515	0	515	NA	1	NA	1	NA	"1030956"	NA	4210889	117577	22.0882	NA	"uniq"	3766	"4"	0	0	4.18831985359861	1.44e-08
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030965"	NA	4767747	209836	34.8968	NA	"uniq"	4251	"4"	NA	NA	6.60173452995723	NA
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	1	564	564	3292368	54.08	47.82	564	NA	564	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.017	1	0	0	0	1	1	1	0	0	564	564	0	564	NA	1	NA	1	NA	"1035897"	NA	3292368	103948	24.7197	NA	"uniq"	2956	"4"	0	0	4.73586184776428	2.89e-08
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	2	515	1023	2839566	32.06	31.6	515	NA	508	NA	1	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.036	1	0	2052.79	195.5	2	2	2	0	0	515	515	0	508	NA	1	NA	2	NA	"1035909"	NA	2839566	192875	53.3219	NA	"uniq"	2772	"4"	0	2.00663734115347	10.1886168520119	6.48e-08
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035912"	NA	954967	30785	25.4264	NA	"uniq"	1733	"4"	NA	NA	4.83550740496792	NA
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035915"	NA	1276205	59369	37.1106	NA	"uniq"	2225	"4"	NA	NA	6.97799334746377	NA
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	47	993	29381	872997	27.43	26.93	622	NA	537	NA	21	NA	33	NA	0	0	0	0	"0 + 0 part"	0	3.365	1	0	3.4	0	66	66	23	0	0	993	622	0	537	NA	21	NA	33	NA	"1035924"	NA	872997	94053	85.0266	NA	"uniq"	1454	"4"	0	0.000115721044212246	16.1603648122502	2.40919680851064e-05
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	34	789	19979	2507809	41.28	42.45	573	NA	528	NA	16	NA	25	NA	0	0	0	0	"0 + 0 part"	0	0.797	1	0	0	0	42	42	31	0	0	789	573	0	528	NA	16	NA	25	NA	"1035933"	NA	2507809	229639	73.4283	NA	"uniq"	2205	"4"	0	0	13.735435992135	1.86826176470588e-06
"backstabbing_carson_0 broken"	1	0	0	0	0	1410	0	0	0	0	47	1410	29971	2521032	39.7	39.43	605	NA	554	NA	20	NA	33	NA	0	0	0	0	"0 + 1 part"	21	1.186	1.002	0	3.35	0	63	63	41	0	0	1389	605	0	554	NA	20	NA	33	NA	"1035936"	NA	2521032	245101	77.0418	NA	"uniq"	2176	"4"	0	0.000111774715558373	14.5833729996287	2.99275744680851e-06
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035945"	NA	2839882	74780	20.8729	NA	"uniq"	2513	"4"	NA	NA	3.94981199923095	NA
"backstabbing_carson_0 broken"	1	1	1	0	0	12033	12033	12033	0	0	3	12033	13154	3241569	51.13	58.09	12033	NA	12033	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.406	1	0	0	0	15	15	12	3	0	12033	12033	0	12033	NA	1	NA	1	NA	"1035948"	NA	3241569	231149	56.1809	NA	"uniq"	2877	"4"	0	0	10.696162876681	5.49453333333333e-06
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035972"	NA	2367757	59627	19.7724	NA	"uniq"	2029	"4"	NA	NA	3.77743577571516	NA
"backstabbing_carson_0 broken"	1549	0	0	0	0	2169824	0	0	0	0	4369	4023	4205648	6292356	56.43	56.49	1022	"760"	759	NA	1483	"2664"	2674	NA	6	6	11507	1	"0 + 0 part"	0	62.865	1.063	0	4.15	0.13	6527	6534	4956	92	0	3167	1021	759	758	NA	1486	"2668"	2679	NA	"1035975"	NA	6292356	1069920	136.362	NA	"uniq"	5157	"4"	1.4266529200732	9.86768269717295e-07	25.5052320625216	9.0455670061799e-05
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035978"	NA	2579716	48944	14.8913	NA	"uniq"	2526	"4"	NA	NA	2.84589466437391	NA
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035984"	NA	2794241	142889	40.7331	NA	"uniq"	2602	"4"	NA	NA	7.67054452353967	NA
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	10	993	6484	2033794	43.58	43.05	615	NA	580	NA	5	NA	7	NA	0	0	0	0	"0 + 0 part"	0	0.319	1	0	0	0	12	12	9	0	0	993	615	0	580	NA	5	NA	7	NA	"1035987"	NA	2033794	171396	67.0514	NA	"uniq"	1712	"4"	0	0	12.6411032779131	1.01761e-06
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035990"	NA	5828112	280949	37.9694	NA	"uniq"	4753	"4"	NA	NA	7.23087511015574	NA
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035996"	NA	3571247	135297	30.0047	NA	"uniq"	3330	"4"	NA	NA	5.68276291166643	NA
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1035999"	NA	1824631	76000	32.7832	NA	"uniq"	1997	"4"	NA	NA	6.2478386040794	NA
"backstabbing_carson_0 broken"	1	0	0	0	0	1070	0	0	0	0	5	1070	3805	4158727	51.14	46.39	714	NA	676	NA	3	NA	4	NA	0	0	0	0	"0 + 0 part"	0	0.09	1.013	0	0	0	1	1	0	0	0	1070	714	0	676	NA	3	NA	4	NA	"1036002"	NA	4158727	222130	42.2381	NA	"uniq"	3955	"4"	0	0	8.01194692510473	1.62e-07
"backstabbing_carson_0 broken"	2	0	0	0	0	2067	0	0	0	0	150	1037	92385	3512709	45.24	45.41	598	NA	538	NA	65	NA	106	NA	0	0	0	0	"0 + 0 part"	0	2.61	1.008	0	4.36	1.09	196	196	129	0	0	1030	598	0	538	NA	65	NA	106	NA	"1036008"	NA	3512709	362589	82.3312	NA	"uniq"	3180	"4"	0	4.71938085186989e-05	15.4833064737216	4.5414e-06
"backstabbing_carson_0 broken"	1	0	0	0	0	1510	0	0	0	0	3	1510	3172	5237791	57.12	64.51	978	NA	978	NA	2	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.061	1	0	0	0	NA	NA	NA	NA	NA	1510	978	0	978	NA	2	NA	2	NA	"1036542"	NA	5237791	290900	43.7324	NA	"uniq"	4938	"4"	0	0	8.33080204994816	1.24033333333333e-07
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	1	829	829	4239383	53.8	61.97	829	NA	829	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.02	1	0	120.63	0	1	1	1	0	0	829	829	0	829	NA	1	NA	1	NA	"1036545"	NA	4239383	216950	40.3063	NA	"uniq"	3716	"4"	0	0.145512665862485	7.67623496154983	4e-08
"backstabbing_carson_0 broken"	1686	290	43	0	0	5680131	2158431	523770	0	0	1949	19838	5877519	6065581	49.64	49.63	4036	"3929"	2425	"2298"	464	"488"	930	"990"	2	2	3981	0	"0 + 1 part"	187	93.707	1.034	0	3.5	0.12	6424	6440	5238	606	40	19837	4022	3929	2418	"2291"	464	"488"	930	"990"	"1036548"	NA	6065581	1334007	176.082	NA	"uniq"	5326	"4"	0.340279631592854	5.95489355287495e-07	32.9895932475389	0.000450538832683427
"backstabbing_carson_0 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036551"	NA	3115906	153589	38.9458	NA	"uniq"	3129	"4"	NA	NA	7.39378851608489	NA
"backstabbing_carson_0 broken"	113	0	0	0	0	134371	0	0	0	0	1087	1988	789677	2760766	38.81	38.8	720	NA	600	NA	423	NA	726	NA	2	2	1715	0	"0 + 1 part"	48	27.795	1.029	0	4.3	0	1536	1536	1075	1	0	1988	720	0	599	NA	424	NA	727	NA	"1036560"	NA	2760766	390789	113.281	NA	"uniq"	2757	"4"	2.53268108353162	5.44526432959299e-06	21.2326397818576	7.10728633854646e-05
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	2	721	1317	3709877	47.76	44.95	721	NA	596	NA	1	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.035	1	0	0	0	4	4	1	0	0	721	721	0	596	NA	1	NA	2	NA	"1036563"	NA	3709877	225929	48.4302	NA	"uniq"	3197	"4"	0	0	9.13489854245842	6.125e-08
"backstabbing_carson_0 broken"	19	4	1	0	0	57468	38402	13051	0	0	73	13051	94401	3544809	43.95	45.11	1282	NA	726	NA	10	NA	36	NA	0	0	0	1	"0 + 2 part"	210	2.618	1.016	0	298.47	5.39	144	144	105	3	0	13051	1255	0	726	NA	11	NA	36	NA	"1036569"	NA	3544809	339059	75.6094	NA	"strain"	3122	"4"	0	0.00316172498172689	14.3474161795459	9.38893698630137e-06
"backstabbing_carson_0 broken"	0	0	0	0	0	0	0	0	0	0	3	804	2044	2881151	50	54.56	646	NA	594	NA	2	NA	3	NA	0	0	0	0	"0 + 1 part"	492	0.054	1	0	128.87	0	3	3	3	0	0	804	594	0	154	NA	2	NA	3	NA	"1036572"	NA	2881151	122570	33.6729	NA	"uniq"	2951	"4"	0	0.0630479452054795	6.38130386085283	9.72e-08
