"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..genes"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"fervent_mayer_3"	4	0	0	0	0	4622	0	0	0	0	436	1280	266341	3098187	46.87	46.68	584	NA	533	NA	188	NA	307	NA	0	0	0	0	"0 + 0 part"	0	8.554	1.005	0	33.2	0	"102 + 803 part"	573	573	370	0	0	1280	584	0	533	NA	188	NA	307	NA	"evo_1286_AP.033"	NA	3098187	689246	15.83206	NA	"strain"	3491	"3"	0	0.000124652231537765	33.3701290464391	1.67823201834862e-05
"fervent_mayer_3"	26	1	0	0	0	49632	6505	0	0	0	506	6505	346867	3083256	46.74	46.67	640	NA	557	NA	195	NA	341	NA	1	1	730	0	"0 + 0 part"	0	11.14	1.01	0	28.82	0	"148 + 967 part"	697	697	458	1	0	6505	639	0	557	NA	195	NA	341	NA	"evo_1286_AP.037"	NA	3083256	501952	11.585382	NA	"strain"	3332	"3"	2.88294937252607	8.30866009162013e-05	24.4198989639524	2.45256126482213e-05
"fervent_blackwell_1"	66	52	48	42	32	6261522	6235322	6205628	6093688	5723522	69	529893	6264079	6278004	66.47	66.49	206818	206818	106909	106909	9	9	19	19	16	11	2728112	4	"0 + 0 part"	0	99.661	1.001	0	0.8	0	"11579 + 154 part"	5788	5797	5288	809	78	496433	152150	152150	94861	94861	13	13	26	26	"1030752"	NA	6278004	4133072	46.858589	NA	"uniq"	5770	"3"	2.55424620283365	1.27712310141682e-07	98.7512591581656	0.0143946593057971
"fervent_blackwell_1"	135	108	97	63	25	4595250	4529065	4445813	3883801	2370420	139	258941	4598209	4620491	62.14	62.12	52230	52230	36631	36631	24	24	50	50	8	6	306020	5	"0 + 0 part"	0	99.392	1.001	0	2.7	0.04	"9533 + 268 part"	4370	4379	3940	643	70	258941	49786	49786	36123	35495	26	26	52	53	"1030755"	NA	4620491	336727	5.194538	NA	"uniq"	4330	"3"	1.73980782517715	5.87185140997288e-07	10.9315330340434	0.0071070285352518
"fervent_blackwell_1"	84	67	62	44	34	5138286	5098124	5066073	4712262	4360687	89	417152	5142176	4900391	41.24	41.31	131846	144050	71271	76790	12	11	26	23	10	7	318871	3	"0 + 3 part"	252434	99.403	1.004	0	14.72	0.33	"6186 + 124 part"	4538	4539	4061	729	113	417152	102337	120672	55983	61796	13	12	30	27	"1030836"	NA	4900391	579419	8.419112	NA	"uniq"	4395	"3"	1.94470200942169	2.86260135786873e-06	17.7359010740163	0.0111021982123596
"fervent_blackwell_1"	916	152	21	0	0	2984602	1124311	245504	0	0	1156	19403	3159378	3289345	68.4	68.33	3888	3743	2245	2073	256	273	524	569	2	2	15988	0	"0 + 0 part"	0	95.871	1.002	0	8.91	0.06	"4104 + 2099 part"	3878	3878	3148	322	13	19403	3876	3719	2245	2073	258	275	526	571	"1030878"	NA	3289345	117951	2.550971	NA	"uniq"	3035	"3"	0.633035996325859	2.8201753636317e-06	5.37877601771781	0.000795090712889273
"fervent_blackwell_1"	93	69	62	51	39	7261784	7213406	7167472	6988892	6543075	95	1228469	7263349	7281938	53.04	53.04	223433	223433	88776	88776	9	9	23	23	11	11	1375764	3	"0 + 1 part"	10	99.716	1	0	1.71	0.01	"8274 + 136 part"	6134	6139	5421	952	137	1228374	165683	165683	81970	81970	11	11	26	26	"1035900"	NA	7281938	4418897	43.214399	NA	"uniq"	6459	"3"	1.51445290595289	2.35428588107222e-07	91.024470408839	0.0104666112168421
"fervent_blackwell_1"	31	9	7	4	0	248333	211476	192658	131712	0	289	43145	410540	2199979	30.89	30.96	9317	NA	651	NA	9	NA	109	NA	4	4	84136	7	"0 + 0 part"	0	18.02	1.036	0	226.27	2.02	"225 + 304 part"	638	638	462	32	2	34471	8779	0	648	NA	10	NA	114	NA	"1035930"	NA	2199979	220904	7.163	NA	"strain"	1985	"3"	9.74326496809081	0.000551152141082477	15.061780135174	0.00011236
"fervent_blackwell_1"	109	84	75	54	34	4989230	4927651	4867218	4523774	3802828	117	250855	4995252	4677460	40.65	40.62	101121	110956	51235	62819	17	15	33	29	5	5	179143	1	"0 + 5 part"	307410	99.56	1.007	0	54.59	2	"5897 + 150 part"	4451	4453	3998	705	107	224717	93764	95378	36577	46028	19	17	41	35	"1036539"	NA	4677460	349514	5.31969	NA	"uniq"	4226	"3"	1.00095050259727	1.0928377587357e-05	11.208455016184	0.00847196034188034
"fervent_blackwell_1"	25	20	20	19	15	2651893	2640664	2640664	2629612	2492106	26	646391	2652497	2659575	46.82	46.82	197882	197882	102288	102288	4	4	9	9	1	1	32376	0	"0 + 0 part"	0	99.726	1	0	0.45	0	"5845 + 64 part"	2432	2432	2184	367	44	646391	197882	197882	102288	102288	4	4	9	9	"1036554"	NA	2659575	8168678	218.879025	NA	"uniq"	2448	"3"	0.377003253915085	1.69651464261788e-07	460.713347057331	0.0382510579846154
"fervent_blackwell_1"	716	184	39	1	0	2947389	1553093	548552	34381	0	877	34381	3066318	3184472	61.64	61.56	5017	4921	2929	2718	181	192	378	409	13	12	71920	0	"0 + 1 part"	119	96.101	1.003	0	8.1	0.07	"5037 + 1921 part"	3314	3314	2779	353	25	34381	5006	4894	2878	2677	182	194	382	414	"1036608"	NA	3184472	122192	2.745223	NA	"uniq"	2747	"3"	4.23961246028625	2.64160468679374e-06	5.7556794344557	0.00105306752576967
"fervent_blackwell_1"	139	96	79	31	11	2599957	2480187	2357642	1541458	806072	141	124969	2601735	2638923	27.69	27.72	33517	31605	18538	18110	23	24	51	52	22	18	572266	1	"0 + 0 part"	0	98.538	1.001	0	1.5	0.04	"5674 + 194 part"	2607	2609	2176	328	28	96500	28559	28490	15004	14353	26	27	59	61	"1036641"	NA	2638923	191369	5.189716	NA	"uniq"	2719	"3"	8.45589577724096	5.76538348448247e-07	10.8776762338272	0.00688633861276596
"fervent_blackwell_1"	301	0	0	0	0	375206	0	0	0	0	1890	2459	1448422	4060624	30.69	30.58	768	NA	617	NA	704	NA	1235	NA	19	19	21121	2	"0 + 11 part"	1791	35.519	1.003	0	22.95	0.55	"702 + 4099 part"	2618	2619	1754	5	0	2459	758	0	613	NA	712	NA	1247	NA	"1036707"	NA	4060624	72323	1.273198	NA	"uniq"	3865	"3"	13.1177239782329	1.5844829752655e-05	2.6716214059711	6.67512889417989e-05
"fervent_blackwell_1"	161	0	0	0	0	206763	0	0	0	0	1012	2298	782292	2032530	33.35	33.36	782	NA	609	NA	371	NA	657	NA	5	5	4556	0	"0 + 5 part"	1855	38.358	1.002	0	17.83	0.38	"293 + 1884 part"	1518	1518	1047	2	0	2298	778	0	606	NA	373	NA	661	NA	"1036728"	NA	2032530	37251	1.305463	NA	"uniq"	2087	"3"	6.39147530589601	2.27920009408252e-05	2.749110714233	0.000145388949011858
"fervent_blackwell_1"	77	0	0	0	0	91190	0	0	0	0	1192	1870	809715	5216281	34.92	34.94	662	NA	570	NA	480	NA	811	NA	7	7	6829	1	"0 + 6 part"	3480	15.442	1.001	0	22.72	0.74	"256 + 2789 part"	1507	1507	1065	0	0	1756	656	0	567	NA	486	NA	819	NA	"1036743"	NA	5216281	73921	1.008581	NA	"uniq"	4588	"3"	8.64501707390872	2.80592554170294e-05	2.12568111265478	2.00046446308725e-05
"fervent_blackwell_1"	106	83	78	62	43	6438098	6390298	6354385	6079911	5373784	110	343050	6440573	6467702	54.94	54.95	121686	121686	71756	71104	17	17	34	35	14	13	976101	8	"0 + 0 part"	0	99.504	1.001	0	0.75	0.05	"7124 + 146 part"	5345	5350	4802	998	137	343050	117130	113533	61990	61990	18	19	38	38	"1036755"	NA	6467702	1342188	14.78588	NA	"uniq"	5273	"3"	2.17371963643608	1.16449266237647e-07	31.1282430761343	0.00900095092363636
"fervent_blackwell_1"	326	163	82	10	0	2368752	1932803	1359433	315989	0	356	41267	2390404	2431652	51.43	51.45	11016	10953	6159	5969	67	69	138	143	10	9	51221	2	"0 + 0 part"	0	98.135	1.002	0	6.83	0.42	"3458 + 587 part"	2225	2225	1849	284	24	41267	10974	10952	6152	5880	68	70	139	144	"1048783"	NA	2431652	107568	3.161138	NA	"uniq"	2324	"3"	4.18339326741421	2.85725760164391e-06	6.63548895976891	0.00270519051264045
"fervent_blackwell_1"	3	0	0	0	0	3060	0	0	0	0	268	1031	167532	3845825	35.09	35.25	622	NA	539	NA	115	NA	188	NA	1	1	1007	0	"0 + 0 part"	0	4.356	1.002	0	22.68	0.6	"41 + 599 part"	343	343	232	0	0	1031	620	0	539	NA	115	NA	188	NA	"1048993"	NA	3845825	41609	0.770489	NA	"uniq"	3462	"3"	5.96900890576129	0.000135377121982666	1.62288975707423	7.08012537313433e-06
"fervent_blackwell_1"	24	20	17	17	15	4254210	4245791	4226636	4226636	4168993	24	748505	4254210	4107985	65.61	65.68	364859	364859	165307	306117	4	4	8	7	6	4	832210	2	"0 + 0 part"	0	99.827	1.037	0	3.66	0.05	"8102 + 75 part"	4059	4214	3787	532	44	748135	306117	337524	146472	146472	5	4	9	9	"1049005"	NA	4107985	1346963	23.325118	NA	"uniq"	4047	"3"	1.41036761231815	8.60324243514072e-07	49.1833465798926	0.0415226247041667
"fervent_blackwell_1"	71	20	12	5	0	436571	321412	270626	185435	0	213	49808	531539	3268305	35.31	35.77	10408	NA	2145	NA	12	NA	44	NA	1	1	11022	0	"0 + 0 part"	0	16.044	1.014	0	176.02	0.57	"530 + 324 part"	648	648	497	57	6	49802	8096	0	2145	NA	12	NA	45	NA	"1049056"	NA	3268305	1639674	35.774603	NA	"strain"	2832	"3"	1.8813294979296	0.000331151618225568	75.253411171846	0.000120849735211268
"fervent_blackwell_1"	267	177	111	27	2	3084788	2824206	2334125	957277	142442	288	85219	3100318	3125442	68.25	68.22	19067	19067	10069	9982	55	55	111	112	4	3	49390	1	"0 + 0 part"	0	99.08	1.001	0	7.04	0	"5608 + 581 part"	3185	3186	2851	374	23	85219	19067	19067	10069	9849	55	55	111	113	"1049089"	NA	3125442	150629	3.430328	NA	"uniq"	3018	"3"	1.29019023209877	2.27073480849384e-06	7.22916950626503	0.00340862722222222
"fervent_blackwell_1"	1329	198	38	8	3	4453570	1933182	888338	479719	330362	2033	135431	4983358	5192961	67.02	66.83	3749	3520	1841	1673	327	356	807	896	17	15	146160	1	"0 + 1 part"	35	87.814	1.093	0	29.45	0.48	"4564 + 1881 part"	6531	6536	5092	402	27	135431	3644	3418	1810	1641	336	366	827	918	"1052944"	NA	5192961	257982	3.538053	NA	"strain"	5133	"3"	3.41135435182461	5.90966974477852e-06	7.4518757217703	0.00037930637461879
"fervent_blackwell_1"	580	34	18	7	2	1507792	638186	522626	345382	193342	2126	129074	2625072	4767709	66.76	67.04	1185	631	769	NA	400	1710	1112	NA	8	7	41008	1	"0 + 4 part"	56763	51.054	1.055	0	43.38	0.66	"1538 + 2768 part"	4316	4322	2999	121	11	129074	1113	608	745	NA	458	1814	1198	NA	"1052947"	NA	4767709	753707	11.249167	NA	"strain"	4635	"3"	3.04753545807505	1.6525261021412e-05	23.712867123392	0.00012260164233302
"fervent_blackwell_1"	39	24	14	4	0	424395	383765	311474	126500	0	46	35786	430242	5190212	65.02	66.83	22487	NA	9174	NA	8	NA	16	NA	10	8	109926	2	"0 + 3 part"	5983	8.117	1.008	0	12.82	0.47	"548 + 87 part"	514	514	382	47	0	35182	22487	0	7989	NA	8	NA	17	NA	"1053058"	NA	5190212	1025896	14.076328	NA	"strain"	5136	"3"	23.2427331594777	2.97971839104504e-05	29.6489623159902	0.000143229758695652
"fervent_blackwell_1"	52	37	34	29	25	7258501	7219510	7200383	7127995	6997270	57	1363086	7261919	7278430	65.87	65.87	318240	318240	199867	199867	7	7	13	13	0	0	0	7	"0 + 0 part"	0	99.684	1.001	0	3.21	0.04	"9249 + 57 part"	6351	6358	5882	1191	152	1363071	318240	318240	199867	199867	7	7	13	13	"1139_AG"	NA	7278430	6047605	59.191601	NA	"uniq"	6259	"3"	0	4.42031920212825e-07	124.634124392211	0.0174331576421053
"fervent_blackwell_1"	41	33	32	28	24	3461455	3445972	3440176	3363521	3204790	46	506223	3464612	3480877	73.31	73.29	137417	137417	78437	78437	7	7	15	15	2	2	226454	4	"0 + 0 part"	0	99.5	1	0	4.04	0.12	"5995 + 90 part"	3225	3227	2948	450	48	506031	137417	137417	78437	78437	7	7	15	15	"1220_AD"	NA	3480877	5653969	115.793319	NA	"uniq"	3248	"3"	0.577265217577033	1.16607573950561e-06	243.644159216198	0.0215222826086957
"fervent_blackwell_1"	0	0	0	0	0	0	0	0	0	0	2	532	1042	3571513	64.2	66.69	532	NA	510	NA	1	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.029	1	0	0	0	"0 + 6 part"	3	3	1	0	0	532	532	0	510	NA	1	NA	2	NA	"1220_AJ"	NA	3571513	17327	0.345398	NA	"uniq"	3167	"3"	0	0	0.727716796774924	4.205e-08
"fervent_blackwell_1"	20	18	17	15	14	4561306	4556412	4546834	4502386	4466182	24	1085911	4564054	4566645	68.93	68.92	526104	526104	351348	351348	4	4	6	6	0	0	0	0	"0 + 0 part"	0	99.923	1	0	5.92	0.09	"6671 + 24 part"	4215	4215	3895	565	65	1085911	526104	526104	351348	351348	4	4	6	6	"1285_BH"	NA	4566645	557585	8.683486	NA	"uniq"	4199	"3"	0	1.29709245333206e-06	18.3149226620418	0.0416025247041667
"fervent_blackwell_1"	6	0	0	0	0	9119	0	0	0	0	32	2027	26319	2975898	46.4	46.71	825	NA	613	NA	11	NA	20	NA	2	1	1138	1	"0 + 0 part"	0	0.882	1.007	0	281.93	0	"9 + 44 part"	48	48	32	0	0	2027	795	0	597	NA	11	NA	21	NA	"1286_AP"	NA	2975898	120657	2.885229	NA	"strain"	3061	"3"	75.990729131046	0.0107120331319579	6.08171046185051	2.4310125e-06
"fervent_blackwell_1"	27	0	0	0	0	31303	0	0	0	0	803	1772	520937	7207331	66.37	65.81	632	NA	554	NA	334	NA	555	NA	2	2	1564	0	"0 + 0 part"	0	7.222	1.001	0	41.5	0	"81 + 1339 part"	1113	1113	781	0	0	1772	632	0	553	NA	335	NA	556	NA	"1365_A"	NA	7207331	98969	0.977768	NA	"uniq"	6224	"3"	3.83923583849871	7.96641436488481e-05	2.05975693359997	6.49530311332503e-06
"fervent_blackwell_1"	17	0	0	0	0	21597	0	0	0	0	264	2499	176330	2264253	31.21	30.86	630	NA	555	NA	105	NA	180	NA	0	0	0	0	"0 + 0 part"	0	7.729	1.008	0	24.57	0	"139 + 425 part"	424	424	189	0	0	2499	630	0	555	NA	105	NA	180	NA	"evo_1035930.011"	NA	2264253	113983	3.589188	NA	"strain"	3488	"3"	0	0.000139341008336642	7.55103338717007	2.26278185606061e-05
"fervent_blackwell_1"	267	118	58	9	0	1871100	1540472	1098875	284966	0	507	43145	2039121	2413510	30.88	30.86	11297	8963	5106	1417	51	70	116	218	8	8	69811	1	"0 + 3 part"	29171	81.424	1.023	0	22.95	0	"3109 + 569 part"	2716	2725	1988	175	6	35386	11122	7919	4629	1231	54	74	124	247	"evo_1035930.029"	NA	2413510	2005302	59.246538	NA	"strain"	2914	"3"	3.92325909055912	1.12548495160415e-05	124.629813010926	0.00130766622800789
"fervent_blackwell_1"	33	2	1	1	0	85364	36665	26821	26821	0	273	26821	243560	2296439	30.68	30.92	778	NA	615	NA	76	NA	166	NA	1	1	3841	0	"0 + 0 part"	0	10.262	1.034	0	119.24	0.42	"254 + 667 part"	484	486	311	4	0	26627	777	0	614	NA	77	NA	168	NA	"evo_1035930.032"	NA	2296439	660938	20.521649	NA	"strain"	2617	"3"	4.10576449334866	0.000489571358186894	43.1714929070618	3.85745948717949e-05
"fervent_blackwell_1"	670	37	2	0	0	1570577	244073	23918	0	0	1872	12609	2384978	3363445	35.89	35.83	1713	867	782	NA	374	790	920	NA	2	2	7720	0	"0 + 0 part"	0	66.002	1.075	0	86.98	0.14	"3085 + 2490 part"	4418	4426	2619	63	0	12609	1707	865	781	NA	376	793	923	NA	"evo_1049056.011"	NA	3363445	3162133	67.093626	NA	"strain"	4926	"3"	0.838582158829138	3.64699380874792e-05	141.022062201106	0.000232706410470085
"fervent_blackwell_1"	141	4	1	0	0	258401	32826	13581	0	0	591	13581	560662	3524378	35.61	35.79	924	NA	660	NA	164	NA	347	NA	0	0	0	0	"0 + 0 part"	0	15.385	1.034	0	202.13	0.18	"513 + 1021 part"	1101	1105	637	7	1	13581	924	0	660	NA	164	NA	347	NA	"evo_1049056.013"	NA	3524378	670459	13.573682	NA	"strain"	5073	"3"	0	0.000360520242142325	28.5352053610595	4.00504610829103e-05
"fervent_blackwell_1"	92	0	0	0	0	144298	0	0	0	0	689	4829	549866	3374338	36.05	35.84	748	NA	637	NA	247	NA	447	NA	0	0	0	0	"0 + 0 part"	0	15.682	1.039	0	227.35	0.57	"412 + 1117 part"	1163	1166	672	3	0	4829	748	0	637	NA	247	NA	447	NA	"evo_1049056.015"	NA	3374338	1602347	33.889343	NA	"strain"	4744	"3"	0	0.000413464371319558	71.2293937358972	3.56930513788099e-05
"fervent_blackwell_1"	12	0	0	0	0	17366	0	0	0	0	170	4410	122155	3382970	35.66	35.84	687	NA	622	NA	69	NA	115	NA	1	1	4410	0	"0 + 0 part"	0	3.564	1.013	0	734.8	1.66	"31 + 220 part"	263	263	169	0	0	3186	687	0	615	NA	70	NA	117	NA	"evo_1049056.031"	NA	3382970	149277	3.146084	NA	"strain"	3750	"3"	8.18632065818018	0.0060153084196308	6.6189029166679	7.47182117647059e-06
"fervent_blackwell_1"	13	1	1	0	0	25575	11022	11022	0	0	216	11022	159024	3264668	35.46	35.82	683	NA	606	NA	82	NA	144	NA	1	1	11022	0	"0 + 0 part"	0	4.739	1.028	0	636.63	0	"71 + 449 part"	314	314	206	1	0	5630	682	0	605	NA	84	NA	146	NA	"evo_1049056.039"	NA	3264668	21546	0.470507	NA	"strain"	3021	"3"	6.28835898983801	0.00400335798370057	0.989962838487711	1.03972782407407e-05
"fervent_blackwell_1"	534	6	1	0	0	924426	46166	11320	0	0	1538	11320	1613598	3384405	46.77	46.7	1134	NA	746	NA	424	NA	867	NA	1	1	3002	0	"0 + 1 part"	13	46.196	1.032	0	31.08	0.06	"1656 + 2404 part"	2922	2922	1834	16	0	11320	1134	0	744	NA	424	NA	868	NA	"evo_1286_AP.008"	NA	3384405	409851	8.617169	NA	"strain"	4610	"3"	0.619733043794055	1.92613030011192e-05	18.1649802550227	0.00013875620390117
"fervent_blackwell_1"	1076	59	2	0	0	2524116	373448	22961	0	0	1860	12062	3080751	3211060	46.68	46.7	2279	2178	1236	1121	429	458	884	967	4	3	6117	1	"0 + 0 part"	0	87.247	1.1	0	65.61	0.18	"3785 + 2341 part"	4691	4705	3430	93	1	12062	2279	2178	1236	1121	429	458	884	968	"evo_1286_AP.026"	NA	3211060	1469507	32.566115	NA	"strain"	3868	"3"	1.29838471203937	2.12967552392258e-05	68.6458832908759	0.000409249409086021
"fervent_blackwell_1"	202	7	2	0	0	375815	56333	22665	0	0	1007	12519	914410	3098187	46.7	46.68	841	NA	639	NA	292	NA	608	NA	1	1	2539	0	"0 + 0 part"	0	28.282	1.044	0	97.12	0.23	"659 + 1743 part"	1653	1653	1145	12	1	12519	840	0	639	NA	293	NA	609	NA	"evo_1286_AP.033"	NA	3098187	689246	15.83206	NA	"strain"	3491	"3"	1.09360133856804	0.000106210562001728	33.3701290464391	7.94311344587885e-05
"fervent_blackwell_1"	86	3	1	1	0	166130	48435	36369	36369	0	644	36369	539392	3083256	46.75	46.67	767	NA	617	NA	206	NA	403	NA	2	2	4516	0	"0 + 0 part"	0	17.25	1.014	0	58.66	0.19	"350 + 1224 part"	998	998	677	7	0	36369	766	0	616	NA	207	NA	405	NA	"evo_1286_AP.037"	NA	3083256	501952	11.585382	NA	"strain"	3332	"3"	3.7078785002373	0.00010875207641196	24.4198989639524	4.62053571428571e-05
"jolly_euclid_1"	54	47	47	42	34	6466511	6452758	6452758	6356945	6074280	55	531442	6467333	6278004	66.58	66.49	206825	206825	127007	131241	9	9	19	18	25	17	3075175	0	"0 + 2 part"	313	96.549	1.067	0	1.12	0.12	"11418 + 102 part"	5621	5977	5474	850	79	496344	152432	152432	98044	103442	14	14	27	26	"1030752"	NA	6278004	4133072	46.858589	NA	"uniq"	5770	"4"	3.86558106718797	1.73178031810021e-07	98.7512591581656	0.0169485625472727
"jolly_euclid_1"	7	0	0	0	0	8102	0	0	0	0	326	1536	202999	4620491	62.27	62.12	603	NA	545	NA	140	NA	229	NA	0	0	0	1	"0 + 2 part"	109	4.351	1.011	0	2.98	0	"66 + 828 part"	436	436	297	0	0	1473	602	0	544	NA	140	NA	229	NA	"1030755"	NA	4620491	336727	5.194538	NA	"uniq"	4330	"4"	0	1.46798752703215e-05	10.9315330340434	5.80711687116564e-06
"jolly_euclid_1"	1456	0	0	0	0	2246483	0	0	0	0	3307	4462	3590626	4900391	41.28	41.31	1185	925	839	NA	1042	1669	1945	NA	4	4	6922	0	"0 + 3 part"	208	69.25	1.058	0	7.66	0.09	"1592 + 3812 part"	5426	5434	4064	132	0	4462	1184	924	838	NA	1043	1670	1946	NA	"1030836"	NA	4900391	579419	8.419112	NA	"uniq"	4395	"4"	1.11401187425257	2.13333273919367e-06	17.7359010740163	0.000145012473540974
"jolly_euclid_1"	0	0	0	0	0	0	0	0	0	0	3	753	1998	3289345	55.11	68.33	632	NA	613	NA	2	NA	3	NA	0	0	0	0	"0 + 0 part"	0	0.061	1	0	0	0	"0 + 0 part"	NA	NA	NA	NA	NA	753	632	0	613	NA	2	NA	3	NA	"1030878"	NA	3289345	117951	2.550971	NA	"uniq"	3035	"4"	0	0	5.37877601771781	1.24033333333333e-07
"jolly_euclid_1"	72	63	59	50	42	7534688	7511981	7485870	7332261	7043456	72	564109	7534688	7281938	53	53.04	221105	221105	110010	120027	12	12	24	22	30	22	2361157	0	"0 + 3 part"	988	94.577	1.094	0	0.68	0.07	"7944 + 88 part"	5823	6289	5557	1000	160	564109	165691	203117	82072	96271	13	12	28	26	"1035900"	NA	7281938	4418897	43.214399	NA	"uniq"	6459	"4"	3.98158490437826	9.02492578325738e-08	91.024470408839	0.0124233457347222
"jolly_euclid_1"	42	4	4	0	0	113150	49385	49385	0	0	100	13849	153770	2199979	31.3	30.96	1689	NA	924	NA	14	NA	45	NA	8	6	49235	2	"0 + 0 part"	0	6.843	1.023	0	384.62	3.32	"64 + 111 part"	234	234	173	8	0	10214	1622	0	882	NA	19	NA	52	NA	"1035930"	NA	2199979	220904	7.163	NA	"strain"	1985	"4"	52.0257527476101	0.00250126812772322	15.061780135174	4.6826649e-05
"jolly_euclid_1"	8	0	0	0	0	10075	0	0	0	0	399	2152	257681	4677460	40.6	40.62	631	NA	558	NA	168	NA	277	NA	0	0	0	0	"0 + 2 part"	484	5.442	1.01	0	16.5	1.18	"47 + 623 part"	504	504	350	0	0	2152	631	0	556	NA	168	NA	277	NA	"1036539"	NA	4677460	349514	5.31969	NA	"uniq"	4226	"4"	0	6.40326605376415e-05	11.208455016184	7.4223969924812e-06
"jolly_euclid_1"	21	18	18	17	13	2717090	2711640	2711640	2700350	2561251	21	647795	2717090	2659575	46.86	46.82	312738	312738	115490	115490	3	3	7	7	6	5	449181	0	"0 + 2 part"	294	99.634	1.025	0	1.62	0.08	"5872 + 44 part"	2430	2489	2225	377	46	646600	312667	312667	102509	115490	3	3	8	7	"1036554"	NA	2659575	8168678	218.879025	NA	"uniq"	2448	"4"	2.20824485018899	5.96226109551027e-07	460.713347057331	0.0472711140761905
"jolly_euclid_1"	1	0	0	0	0	1271	0	0	0	0	1	1271	1271	3184472	60.11	61.56	1271	NA	1271	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.04	1	0	0	0	"2 + 2 part"	1	1	1	0	0	1271	1271	0	1271	NA	1	NA	1	NA	"1036608"	NA	3184472	122192	2.745223	NA	"uniq"	2747	"4"	0	0	5.7556794344557	1.6e-07
"jolly_euclid_1"	4	0	0	0	0	5016	0	0	0	0	206	1480	131370	2638923	28.44	27.72	620	NA	547	NA	87	NA	143	NA	2	2	1433	0	"0 + 1 part"	39	4.946	1.006	0	2.3	0	"58 + 560 part"	276	276	186	0	0	1480	618	0	547	NA	87	NA	144	NA	"1036641"	NA	2638923	191369	5.189716	NA	"uniq"	2719	"4"	15.2241759914745	1.75078023901956e-05	10.8776762338272	1.18752019417476e-05
"jolly_euclid_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036707"	NA	4060624	72323	1.273198	NA	"uniq"	3865	"4"	NA	NA	2.6716214059711	NA
"jolly_euclid_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036728"	NA	2032530	37251	1.305463	NA	"uniq"	2087	"4"	NA	NA	2.749110714233	NA
"jolly_euclid_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036743"	NA	5216281	73921	1.008581	NA	"uniq"	4588	"4"	NA	NA	2.12568111265478	NA
"jolly_euclid_1"	241	196	171	105	35	6571696	6454757	6269711	5145486	2603426	243	154349	6573303	6467702	54.93	54.95	43563	44336	26872	28539	50	49	97	94	15	15	539210	3	"0 + 3 part"	285	98.695	1.03	0	1.38	0.05	"7012 + 225 part"	5459	5578	4964	1007	134	154349	42231	42702	26333	26556	52	51	101	98	"1036755"	NA	6467702	1342188	14.78588	NA	"uniq"	5273	"4"	2.2819577919959	2.09940116863622e-07	31.1282430761343	0.00400851976337449
"jolly_euclid_1"	0	0	0	0	0	0	0	0	0	0	2	550	1072	2431652	56.72	51.45	550	NA	522	NA	1	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.044	1	0	0	0	"0 + 4 part"	2	2	2	0	0	550	550	0	522	NA	1	NA	2	NA	"1048783"	NA	2431652	107568	3.161138	NA	"uniq"	2324	"4"	0	0	6.63548895976891	9.68e-08
